"Time Domain Body Activity  Average-X"	"Time Domain Body Activity  Average-Y"	"Time Domain Body Activity  Average-Z"	"Time Domain Gravity Activity  Average-X"	"Time Domain Gravity Activity  Average-Y"	"Time Domain Gravity Activity  Average-Z"	"Time Domain Body Activity Jerk Average-X"	"Time Domain Body Activity Jerk Average-Y"	"Time Domain Body Activity Jerk Average-Z"	"Time Domain Body Activity Mag Average"	"Time Domain Gravity Activity Mag Average"	"Time Domain Body Activity JerkMag Average"	"Frequency Domain Body Activity  Average-X"	"Frequency Domain Body Activity  Average-Y"	"Frequency Domain Body Activity  Average-Z"	"Frequency Domain Body Activity Jerk Average-X"	"Frequency Domain Body Activity Jerk Average-Y"	"Frequency Domain Body Activity Jerk Average-Z"	"Frequency Domain Body Activity Mag Average"	"Frequency Domain BodyBody Activity JerkMag Average"
0.25238348	0.0063468639	-0.08420088	0.90817029	-0.13093428	-0.30265162	0.36153128	0.014587854	0.071674111	-0.17594834	-0.17594834	-0.30417717	-0.42665321	-0.33707014	0.085162541	-0.52393471	-0.38599996	-0.1297105	-0.20638441	-0.063233662
0.33575683	-0.019564246	-0.14607858	0.90177865	-0.12776334	-0.31197684	0.055357214	-0.24343799	-0.51113879	-0.1449101	-0.1449101	-0.24562187	-0.3608994	-0.33002608	0.18971675	-0.3790034	-0.39653817	-0.097551637	-0.1165184	0.058227887
0.30477552	-0.028571828	-0.16490701	0.89621644	-0.13130808	-0.32275021	-0.13662099	-0.086590353	-0.33814946	-0.19423982	-0.19423982	-0.27208863	-0.32877044	-0.351152	0.13032797	-0.35468096	-0.39797352	-0.095060014	-0.13696906	0.033348044
0.25126826	-0.021039835	-0.13737071	0.8929176	-0.13292401	-0.32775518	0.090101358	0.17916492	0.3226496	-0.22223951	-0.22223951	-0.31398621	-0.47598892	-0.25033831	0.013275542	-0.49236257	-0.34783942	-0.16063625	-0.1975483	-0.14972742
0.24482915	-0.016491624	-0.059886087	0.89252618	-0.13562563	-0.33067849	-0.0029783761	-0.014192127	0.3900187	-0.17687403	-0.17687403	-0.28270565	-0.39249636	-0.21615154	0.039521313	-0.44308319	-0.31913414	-0.15968594	-0.25934887	-0.12784115
0.25847462	-0.013647697	-0.044603022	0.89848976	-0.14052237	-0.31927259	0.4154264	0.080616513	0.046780544	-0.14611933	-0.14611933	-0.26969803	-0.31136715	-0.27624207	-0.0063269077	-0.43243286	-0.32871984	-0.20923811	-0.25716463	-0.13638338
0.31951297	-0.017917871	-0.097055502	0.9005802	-0.14071979	-0.31408786	0.0037089035	0.20014139	-0.1202979	-0.06904544	-0.06904544	-0.15793549	-0.36663631	-0.034489688	0.11849269	-0.42642829	-0.082141743	-0.090892776	-0.093869279	-0.0028929129
0.25546757	-0.023268334	-0.13386305	0.8972732	-0.13489477	-0.30609641	-0.12750417	0.016209575	-0.13256727	-0.056097662	-0.056097662	-0.10003891	-0.30133379	-0.002290816	0.2092344	-0.35515098	-0.023126882	-0.009599524	-0.013114917	0.052966283
0.22416727	-0.022792525	-0.13321975	0.89511735	-0.13377648	-0.30432556	0.4707376	-0.15905166	0.028716727	-0.14113612	-0.14113612	-0.19722641	-0.25884281	-0.11737424	0.013169029	-0.34221416	-0.13400238	-0.15260886	-0.15573916	-0.03786985
0.34488922	-0.0019649284	-0.089702769	0.89763476	-0.1400438	-0.32498931	0.26542615	-0.14126373	-0.54138119	-0.16445632	-0.16445632	-0.25088665	-0.39683255	-0.2922005	0.067490766	-0.43504417	-0.3039464	-0.1393194	-0.15862191	-0.086962928
0.20327631	-0.0097640825	-0.15139663	0.91061671	-0.13269964	-0.31923664	0.26599876	-0.040948857	0.0025967938	-0.20943372	-0.20943372	-0.39067904	-0.43709486	-0.22826944	-0.11465758	-0.50666308	-0.3166142	-0.34309963	-0.38032055	-0.29646073
0.30164847	-0.026883636	-0.095795795	0.90205736	-0.13661061	-0.34282543	0.15053073	-0.23907007	-0.15330489	-0.09188078	-0.09188078	-0.22127046	-0.42618282	-0.097240111	0.18459649	-0.48964374	-0.18898343	0.014696508	-0.22416098	-0.10808845
0.31419125	-0.0086959731	-0.12456099	0.89230254	-0.14698181	-0.34141884	-0.22561772	-0.069864273	-0.093682416	-0.050800892	-0.050800892	-0.16701481	-0.37739701	-0.19145692	0.19287091	-0.46556011	-0.20174829	0.0038327917	-0.16762305	-0.081012584
0.20857014	-0.0041492425	-0.052643225	0.89410533	-0.14208609	-0.33043281	0.21787941	0.26891152	0.40995004	-0.12580196	-0.12580196	-0.2282274	-0.40177614	-0.18904527	0.15251517	-0.49270931	-0.20337614	-0.092295337	-0.20794788	-0.10681551
0.32654399	-0.021950387	-0.097946196	0.89703535	-0.13594981	-0.32380414	0.24282707	-0.094900997	-0.63255985	-0.10856853	-0.10856853	-0.25388229	-0.40075166	-0.22202289	0.14321804	-0.46164668	-0.27703791	-0.13332901	-0.18905435	-0.18442066
0.28436958	-0.0374953	-0.18253191	0.89999791	-0.13576329	-0.32790975	-0.059358439	0.06591588	-0.15972048	-0.11777865	-0.11777865	-0.24253387	-0.40460728	-0.22354496	0.12060887	-0.42900386	-0.25968481	-0.090038409	-0.18023324	-0.11409508
0.16803166	-0.009135272	-0.11090763	0.89593932	-0.14026916	-0.3423475	0.03500566	0.24475463	0.73504489	-0.16598131	-0.16598131	-0.27038944	-0.35543794	-0.20389593	0.16644612	-0.39675615	-0.27887193	-0.10459113	-0.24861848	-0.080535551
0.34672964	0.0041422907	-0.090400679	0.8901754	-0.13961588	-0.34904464	0.11831485	-0.44258898	-0.43401509	-0.084290745	-0.084290745	-0.22187724	-0.35364796	-0.069301396	0.14012161	-0.40208133	-0.13924817	-0.15306367	-0.20275431	-0.13389651
0.34686408	-0.013325443	-0.11227617	0.89319565	-0.1366603	-0.34449261	-0.087630116	-0.068818506	0.017865648	-0.015433064	-0.015433064	-0.1475411	-0.39634578	-0.11629902	0.02399697	-0.42512249	-0.10338971	-0.11060512	-0.27101303	-0.12684778
0.24999499	-0.028395067	-0.065954185	0.90147018	-0.13581472	-0.3338039	0.28995225	0.35324586	0.37497857	-0.019236333	-0.019236333	-0.16392907	-0.38631234	-0.08209897	0.19203579	-0.45180838	-0.084033974	0.02221118	-0.18629888	-0.096332576
0.2810784	-0.046272048	-0.13635049	0.90234929	-0.14045714	-0.33323129	0.21536812	-0.13426959	-0.27254127	0.027533659	0.027533659	-0.091009381	-0.31730577	-0.13270307	0.26472612	-0.36369515	-0.13932253	0.17014915	-0.10216303	0.086260813
0.21853887	-0.011704622	-0.12473821	0.89554689	-0.14838801	-0.34317301	-0.25265795	0.10230327	0.14341532	-0.032060627	-0.032060627	-0.12257412	-0.25245147	-0.17641386	0.23776351	-0.33544691	-0.22748973	0.1151177	-0.0323064	0.11873144
0.2469769	0.01128358	-0.043901703	0.89414133	-0.14388764	-0.34082043	0.23033233	0.25614491	0.067618987	-0.13133409	-0.13133409	-0.22077335	-0.41888164	-0.2463183	0.2135543	-0.45082771	-0.30795838	0.073640892	-0.13622113	0.0031901364
0.3304163	-0.0056800853	-0.084719513	0.89082678	-0.13574548	-0.33828819	0.3575094	0.10734818	-0.75826092	-0.17279493	-0.17279493	-0.22293582	-0.42099219	-0.29153157	0.20511089	-0.46665701	-0.31297318	0.090127968	-0.17259934	-0.0035533551
0.24045018	-0.019734543	-0.074039996	0.90664959	-0.11472662	-0.28508874	0.089856338	-0.1263917	0.053917481	-0.39586427	-0.39586427	-0.4788931	-0.26456909	-0.52383865	-0.31871715	-0.24273789	-0.68611926	-0.40138968	-0.076348071	-0.14663793
0.28304331	-0.028908997	-0.10007414	0.91378973	-0.11529705	-0.28265165	-0.085079354	0.057302611	0.49783036	-0.32985241	-0.32985241	-0.41074128	-0.28386305	-0.54378882	-0.20073299	-0.18167709	-0.67186097	-0.29431679	-0.040586581	-0.12445781
0.30125669	-0.010398239	-0.11499148	0.91730942	-0.1190114	-0.28078754	0.098088102	-0.015698771	0.06425719	-0.291714	-0.291714	-0.4396825	-0.35820112	-0.48559643	-0.35218781	-0.39105401	-0.60610065	-0.48495906	-0.079765644	-0.28411223
0.31294241	-0.0081025514	-0.14352533	0.91814083	-0.11336968	-0.28166796	-0.013779691	-0.0093136743	0.091057905	-0.16980998	-0.16980998	-0.25465507	-0.072540318	-0.27878512	-0.016316075	-0.095674527	-0.38848184	-0.28035939	0.2901837	0.061797904
0.29949154	-0.0078508245	-0.14363751	0.91265212	-0.11284341	-0.28583383	-0.022311346	0.087209425	0.0075971866	-0.16075055	-0.16075055	-0.25207664	-0.044188565	-0.30940513	0.014315685	-0.10863857	-0.42002609	-0.24691319	0.30236169	0.13987537
0.38297512	-0.004230546	-0.11450147	0.90945476	-0.11188848	-0.28712103	0.12871348	-0.16171785	-0.13780086	-0.15270787	-0.15270787	-0.31377332	-0.18320018	-0.23110201	-0.02162125	-0.27822346	-0.32452879	-0.32066657	0.21718179	-0.020531738
0.32939931	-0.021233885	-0.091443387	0.92593023	-0.10887841	-0.28045603	0.44034465	-0.023965971	-0.18229356	-0.10698791	-0.10698791	-0.30763406	-0.044272801	-0.19924086	0.024500675	-0.2196145	-0.3053768	-0.23916473	0.177507	-0.002334451
0.13899026	-0.0028019487	-0.029016279	0.93259292	-0.11357424	-0.26901229	0.65406759	-0.057062789	-0.46395102	-0.19461607	-0.19461607	-0.38057087	-0.12287196	-0.43087816	-0.095233831	-0.25500126	-0.502212	-0.23702166	0.087515617	-0.073427982
0.16655269	0.018650473	-0.076638306	0.92885803	-0.10779076	-0.2542459	-0.060677276	-0.23699801	-0.25677888	-0.20836894	-0.20836894	-0.38772479	-0.091794526	-0.4982982	-0.22163728	-0.18822619	-0.53897421	-0.40015866	0.099942104	-0.14578908
0.27667442	-0.01017619	-0.10376044	0.93099107	-0.097202374	-0.25437858	-0.4822469	0.29704821	0.40011889	-0.1730461	-0.1730461	-0.38628038	-0.14329463	-0.39368915	-0.15203309	-0.26745461	-0.54088898	-0.37819083	0.086948676	-0.19984013
0.3365553	-0.02979513	-0.12673885	0.90290609	-0.11771906	-0.29672903	0.13207029	0.17661288	-0.048188307	-0.21240294	-0.21240294	-0.40487138	-0.25786094	-0.43449164	-0.18848188	-0.33934533	-0.65695435	-0.39121489	-0.037388801	-0.17008771
0.27495396	-0.014240864	-0.10310328	0.90706087	-0.12027174	-0.29882761	-0.02636941	0.053141714	0.051024447	-0.18990643	-0.18990643	-0.41180027	-0.2710673	-0.45898355	-0.33217588	-0.32912097	-0.60290123	-0.48097947	-0.14223069	-0.24231347
0.2735449	-0.018169307	-0.13465912	0.91430608	-0.11636934	-0.29794827	0.12263359	-0.10656398	-0.0028037571	-0.10811182	-0.10811182	-0.33963398	-0.1742847	-0.33670508	-0.17390138	-0.2422698	-0.49278732	-0.37220814	0.016207995	-0.18187145
0.25189656	-0.028068454	-0.1289982	0.92185523	-0.11867355	-0.30480572	0.093882737	-0.02161923	0.052017463	-0.090772802	-0.090772802	-0.29219071	-0.23239247	-0.40494735	-0.056934976	-0.24824055	-0.53001256	-0.23262529	0.084732753	-0.15298468
0.23652994	0.0045232189	-0.049267612	0.91722432	-0.12509603	-0.31036723	0.0054447548	0.2153069	0.25651703	-0.083405859	-0.083405859	-0.26254161	-0.088049571	-0.39860387	0.052877578	-0.13820768	-0.5245572	-0.1772588	0.21971107	-0.054656097
0.19596754	0.0036867352	-0.039881638	0.91164693	-0.11833426	-0.3024693	0.117985	0.080709672	0.039662285	0.073622432	0.073622432	-0.1509976	0.058670779	-0.15571459	0.11593274	-0.0019133381	-0.26178057	-0.13820684	0.25269224	0.15108096
0.36726175	-0.041282636	-0.11081968	0.91086565	-0.11617468	-0.2893929	0.40735813	-0.25702567	-0.33403045	0.24223127	0.24223127	-0.0037609364	0.33794982	-0.06944795	0.13004904	0.23988639	-0.22231633	-0.1716476	0.48182014	0.3361618
0.3380572	-0.018115608	-0.11645124	0.91417768	-0.12399451	-0.27461307	-0.11899833	-0.14348508	0.094403	0.19762982	0.19762982	0.0021109906	0.22804033	-0.26752834	-0.12373106	0.22565328	-0.38382378	-0.25380603	0.44708554	0.28474034
0.19963534	0.0055117181	-0.068679593	0.88278835	-0.1138108	-0.30419117	-0.029136101	-0.013462144	-0.16372799	0.027656357	0.027656357	-0.14382532	0.016442613	-0.22848934	-0.019992598	0.028221855	-0.42163363	-0.22711469	0.21894696	0.13400858
0.33393394	-0.015674583	-0.12568682	0.88216059	-0.11774839	-0.29914413	0.1361786	-0.031763543	-0.13312655	0.03728959	0.03728959	-0.10266125	-0.01067369	-0.22526373	-0.092763555	-0.0024842167	-0.39015847	-0.27779889	0.22472991	0.088376018
0.31855762	-0.072246135	-0.13068232	0.88733586	-0.12000981	-0.30387086	0.15937125	0.027384404	0.26705539	0.080950977	0.080950977	-0.088695244	0.1066897	-0.15310809	0.11467025	0.054451103	-0.3078056	-0.15026264	0.40631361	0.26960601
0.2569044	-0.036623068	-0.13385588	0.88384661	-0.13782888	-0.30937584	0.34661123	0.23931852	0.11338153	0.17305652	0.17305652	-0.031015085	0.16011933	-0.10870629	0.080918847	0.12525605	-0.28218048	-0.12380906	0.41182009	0.26723642
0.29938071	-0.0014523346	-0.11911143	0.88104025	-0.1402102	-0.31585759	0.08294149	0.024354371	-0.13248077	0.27962063	0.27962063	0.082804242	0.21102369	-0.020327945	0.13189787	0.21829169	-0.099645777	-0.14617498	0.41664814	0.26742359
0.15444322	0.017598113	-0.035596415	0.88444445	-0.1290346	-0.31633371	0.41101914	-0.51672041	-0.62034171	0.19915957	0.19915957	0.013474424	0.20426378	0.07953599	0.17307735	0.20851322	-0.13235982	-0.15586713	0.39211696	0.27167609
0.21617435	-0.0065917611	-0.087259185	0.88249629	-0.12121698	-0.30214271	0.058148987	-0.087039883	0.022386098	0.17151573	0.17151573	0.033592234	0.074697303	-0.224791	0.022409461	0.12237182	-0.36148951	-0.12539095	0.38622534	0.23811968
0.16640903	-0.058462262	-0.21667026	0.84767036	-0.1621842	-0.42275991	-0.20875651	0.23545672	-0.087073128	-0.16780492	-0.16780492	-0.52350606	-0.38653489	-0.45631089	-0.31630065	-0.52265483	-0.61943662	-0.58524858	-0.51916732	-0.53554352
0.21199039	-0.014421867	-0.16593968	0.80716474	-0.18051731	-0.46765412	0.098064011	-0.038761946	-0.015881808	-0.27422138	-0.27422138	-0.51662728	-0.4708355	-0.52942294	-0.496725	-0.48413578	-0.61980468	-0.68524287	-0.48694067	-0.46128033
0.28102369	-0.0065318115	-0.073545218	0.78281962	-0.17757935	-0.49296826	0.33417713	-0.1786982	-0.30184416	-0.29757936	-0.29757936	-0.54494338	-0.37355127	-0.50291854	-0.38958987	-0.42681102	-0.60761749	-0.6245925	-0.41178792	-0.42934141
0.17489386	-0.03109748	-0.077814761	0.77931963	-0.17728275	-0.49669829	0.24732903	0.16346059	0.36850911	-0.30327617	-0.30327617	-0.58742072	-0.41056989	-0.44085243	-0.31889786	-0.52439837	-0.64219953	-0.60418695	-0.41479428	-0.44809562
0.21093439	-0.031810125	-0.07909894	0.77971525	-0.17829792	-0.49713491	-0.090662451	0.21558441	0.47551648	-0.31971787	-0.31971787	-0.59164489	-0.39874064	-0.46044991	-0.32506783	-0.49745078	-0.61470696	-0.62279669	-0.41917472	-0.49026532
0.32984727	-0.036106198	-0.11835389	0.79011893	-0.17428376	-0.4867802	-0.14615291	-0.10455347	-0.042678513	-0.31280178	-0.31280178	-0.5586954	-0.40394391	-0.46611914	-0.36427291	-0.50959607	-0.59916594	-0.59690887	-0.40285996	-0.4863185
0.33275459	-0.023154151	-0.15195503	0.78978236	-0.17307342	-0.48149913	0.0071436637	-0.092850276	-0.058954844	-0.31353591	-0.31353591	-0.56659449	-0.43047588	-0.47333541	-0.38918892	-0.54321005	-0.67068364	-0.62116972	-0.40942048	-0.50711405
0.36375521	0.0019033304	-0.08716576	0.78466803	-0.16910353	-0.48698613	0.20073411	-0.14115049	-0.34708513	-0.28416351	-0.28416351	-0.5693416	-0.41304401	-0.48039425	-0.3522036	-0.52530026	-0.67772194	-0.62728204	-0.39969867	-0.50554904
0.31865732	-0.023410322	-0.0774314	0.795391	-0.16456857	-0.4829903	0.077669649	-0.12223515	-0.1980862	-0.26035767	-0.26035767	-0.55635174	-0.42209682	-0.50903363	-0.36814875	-0.54073025	-0.61698885	-0.64779666	-0.42274962	-0.50659621
0.15241797	-0.013600814	-0.10878831	0.79692026	-0.1744133	-0.48086522	0.28595657	0.093278109	0.42531907	-0.2933219	-0.2933219	-0.59962854	-0.47051718	-0.52586105	-0.28960785	-0.61277446	-0.64821033	-0.65756684	-0.46515853	-0.57509578
0.055138153	-0.067380867	-0.31082895	0.85949914	-0.16529267	-0.40942338	-0.40996101	0.046401981	0.16058826	-0.024585914	-0.024585914	-0.4243624	-0.17579539	-0.40858443	-0.15318134	-0.37813609	-0.59597271	-0.52330502	-0.34088373	-0.43025638
0.13592038	-0.020143327	-0.1551343	0.79833017	-0.19420327	-0.48868134	0.5135916	-0.027275472	0.047644382	-0.18266044	-0.18266044	-0.46609178	-0.2894235	-0.47207047	-0.32426218	-0.50329084	-0.59317797	-0.58486116	-0.46724087	-0.51058722
0.32444216	-0.043164392	-0.099708711	0.75815141	-0.19202718	-0.52856576	0.26117302	-0.19278866	-0.36201872	-0.23203678	-0.23203678	-0.46541808	-0.35118632	-0.36722536	-0.32013348	-0.47316622	-0.51395156	-0.59538682	-0.48072384	-0.52211178
0.29529762	-0.03819962	-0.14888651	0.74820123	-0.19814532	-0.53285724	-0.19006512	0.064664328	0.008017015	-0.24000562	-0.24000562	-0.4848138	-0.40729014	-0.44963361	-0.37498447	-0.52338477	-0.5705929	-0.5966087	-0.45602822	-0.49629585
0.21495551	-0.035509514	-0.15118218	0.7413416	-0.1979145	-0.53652565	-0.15783295	0.32943103	0.31323742	-0.25651022	-0.25651022	-0.48156525	-0.44026722	-0.30057585	-0.33365261	-0.5214116	-0.5221299	-0.5916582	-0.47393866	-0.52378369
0.17955558	0.0043675783	-0.1059252	0.73577376	-0.1995083	-0.54363695	0.31771788	0.16037311	-0.036813338	-0.24010542	-0.24010542	-0.46233951	-0.42236444	-0.3257588	-0.36252643	-0.51277099	-0.4937046	-0.57444712	-0.46126566	-0.52555751
0.34791234	0.024222825	-0.09416456	0.72611366	-0.19901892	-0.55489485	0.30637317	-0.29309985	-0.44161573	-0.17890731	-0.17890731	-0.46452821	-0.39715966	-0.43734061	-0.18607981	-0.57017188	-0.57501066	-0.56599273	-0.45888413	-0.5688549
0.41759454	-0.013292323	-0.092125552	0.73308321	-0.19360812	-0.54649241	-0.18883999	-0.039398727	-0.16945277	-0.14368721	-0.14368721	-0.43071129	-0.32522823	-0.4061988	-0.24363478	-0.48941114	-0.50436923	-0.56984104	-0.37501169	-0.50019212
0.062630676	-0.062838581	-0.33460028	0.84026709	-0.18249471	-0.43108787	-0.10678759	0.018149561	-0.44137764	-0.021945605	-0.021945605	-0.38417515	-0.23450593	-0.44831086	-0.13939678	-0.37911338	-0.61325117	-0.51294454	-0.29056114	-0.42191221
0.19893411	-0.041648891	-0.20871919	0.75559758	-0.19456064	-0.52334076	0.21527794	-0.12127827	0.10571615	-0.14569502	-0.14569502	-0.41391104	-0.3068861	-0.46861179	-0.28054759	-0.42546509	-0.60226957	-0.56859855	-0.37976957	-0.49725636
0.24625486	-0.039082165	-0.11468448	0.70891075	-0.19500895	-0.55856925	0.045580394	0.20908421	0.33679193	-0.19153275	-0.19153275	-0.42884709	-0.369557	-0.34422611	-0.21619889	-0.47105587	-0.50795606	-0.52427518	-0.39942175	-0.45596255
0.22389893	0.0127225	-0.080995394	0.71595269	-0.20447943	-0.55436627	0.16001597	0.25841346	0.045226035	-0.20257369	-0.20257369	-0.44227215	-0.41406329	-0.34216508	-0.23102645	-0.4810875	-0.52603762	-0.50321201	-0.42315915	-0.42696164
0.23739187	0.0064671126	-0.091208786	0.72084269	-0.19922429	-0.55942699	0.50999544	-0.10547308	-0.10422285	-0.19061789	-0.19061789	-0.4572307	-0.34583555	-0.37733668	-0.33009413	-0.54363548	-0.52682257	-0.54879749	-0.44865186	-0.52435002
0.39220723	-0.019427684	-0.15052512	0.71238736	-0.19640583	-0.5657623	-0.0051753172	-0.16466842	-0.35133476	-0.16834486	-0.16834486	-0.46034021	-0.4064546	-0.33109026	-0.17780499	-0.53830862	-0.49334698	-0.52661017	-0.44392584	-0.5158815
0.31333544	-0.0077606671	-0.15116372	0.71724871	-0.20041599	-0.56532308	-0.38218521	-0.072986832	0.1715834	-0.2080643	-0.2080643	-0.47042873	-0.32375078	-0.50020217	-0.27425832	-0.52279895	-0.59617059	-0.5402325	-0.46111162	-0.4526812
0.17423799	-0.02476739	-0.10830757	0.72206363	-0.20044462	-0.56072015	-0.017233678	-0.013529922	0.43789565	-0.24947829	-0.24947829	-0.5015002	-0.4186443	-0.53660727	-0.27869526	-0.50976592	-0.62271085	-0.58633358	-0.46208733	-0.50598858
0.28961527	-0.045023156	-0.20865607	0.95827928	-0.17228927	0.12505957	0.079765075	-0.065535195	-0.20562339	-0.78707881	-0.78707881	-0.88044069	-0.91292414	-0.72664694	-0.74938357	-0.91030138	-0.84741962	-0.87603169	-0.78655407	-0.84808398
0.27463559	-0.034492394	-0.15354071	0.96200992	-0.18398479	0.091750883	0.068749189	0.011822267	0.10314617	-0.74828562	-0.74828562	-0.90431482	-0.92143449	-0.76355507	-0.77135365	-0.92027168	-0.87809252	-0.90430556	-0.81638947	-0.87893015
0.27535179	0.011248291	-0.048331213	0.9619245	-0.19542349	0.072073529	0.076136404	0.055114186	0.16475571	-0.85064447	-0.85064447	-0.93550196	-0.9653524	-0.86256947	-0.78520285	-0.96216255	-0.92229324	-0.91823236	-0.8306332	-0.93955917
0.28473346	0.0048159183	-0.067253422	0.96066844	-0.18121602	0.096243591	0.086961962	-0.010105227	-0.10998876	-0.92700742	-0.92700742	-0.94636324	-0.96663404	-0.90836765	-0.8992087	-0.96403432	-0.93594279	-0.93599281	-0.92372564	-0.95095819
0.28253073	0.003071137	-0.10657981	0.9624465	-0.16449988	0.11390985	0.062466722	0.020767786	-0.0060385452	-0.93814186	-0.93814186	-0.94650522	-0.96796036	-0.90967132	-0.92813277	-0.96333165	-0.93335717	-0.93973281	-0.93792706	-0.94828438
0.27413252	-0.025391521	-0.1227698	0.9639769	-0.15400152	0.11351774	0.064760503	-0.016912089	0.047933898	-0.9300739	-0.9300739	-0.93481865	-0.9544311	-0.88096005	-0.9131166	-0.95353733	-0.9105398	-0.9392588	-0.91945116	-0.93484317
0.27491854	-0.034139866	-0.1075134	0.96336629	-0.15923713	0.1090795	0.082843995	0.0073802835	0.013969832	-0.94150117	-0.94150117	-0.95616388	-0.96180365	-0.90428234	-0.93874863	-0.96203923	-0.93036342	-0.9605325	-0.93174854	-0.94390153
0.27309991	-0.019949401	-0.090430758	0.96288419	-0.17024242	0.10982516	0.07836567	0.052794103	0.0064835816	-0.92710005	-0.92710005	-0.94037273	-0.95593157	-0.83220519	-0.89011677	-0.95515003	-0.88075	-0.90635747	-0.83209196	-0.85861147
0.27645863	-0.0031507977	-0.090097674	0.96184906	-0.17304502	0.11571676	0.075034806	0.017533088	-0.0030461652	-0.91942978	-0.91942978	-0.93301764	-0.95420943	-0.83445222	-0.88446035	-0.95262091	-0.8809895	-0.89994743	-0.83335775	-0.85563927
0.28302178	-0.013180363	-0.11604093	0.96142004	-0.16538361	0.12171482	0.069301399	-0.0068121318	-0.043930372	-0.96362375	-0.96362375	-0.9753318	-0.97985678	-0.94113693	-0.95510734	-0.97123747	-0.95851529	-0.966056	-0.96642742	-0.95875687
0.27874975	-0.016410033	-0.11354665	0.9625582	-0.16168419	0.11930938	0.082186479	-0.003272116	0.00038706991	-0.96297275	-0.96297275	-0.97783018	-0.98218247	-0.94201401	-0.9475136	-0.98205711	-0.96538302	-0.96862194	-0.94389795	-0.96744118
0.27338151	0.0081627941	-0.07975094	0.96341635	-0.16045757	0.11661731	0.08100084	0.028196104	0.042992674	-0.92379759	-0.92379759	-0.95956093	-0.96727278	-0.90004826	-0.91530072	-0.96634356	-0.94632206	-0.95130018	-0.9109151	-0.94966428
0.37108439	0.069089415	0.10316	0.9420939	-0.15026555	0.046159725	0.054128928	-0.12855258	-0.25591642	-0.71132749	-0.71132749	-0.97255922	-0.95648114	-0.77022177	-0.70410443	-0.97394696	-0.97029243	-0.96705262	-0.70574708	-0.97297818
0.27968243	-0.032166619	-0.12945284	0.96660671	-0.10421353	0.12110961	0.067447833	-0.01227898	-0.055441171	-0.95387552	-0.95387552	-0.98878059	-0.98304013	-0.96609881	-0.95163433	-0.98872004	-0.99040555	-0.9854822	-0.95338402	-0.99150408
0.27635025	-0.017171552	-0.1259735	0.96924471	-0.11011419	0.1157542	0.08058509	0.01974136	0.010636162	-0.97932137	-0.97932137	-0.99284602	-0.99143464	-0.98378946	-0.9795291	-0.99223786	-0.99426683	-0.98918613	-0.98128681	-0.99361543
0.28385005	-0.01897313	-0.1244273	0.96828222	-0.11175039	0.10708023	0.076287329	-0.0057678922	0.0061347977	-0.97502481	-0.97502481	-0.98897648	-0.98849329	-0.9725407	-0.98044172	-0.98837177	-0.9890242	-0.98545183	-0.98378817	-0.98956207
0.27531781	-0.027379942	-0.12045987	0.96986414	-0.11349411	0.10098567	0.073065293	0.015412437	0.014030099	-0.97390702	-0.97390702	-0.98749195	-0.98624843	-0.98049277	-0.97977728	-0.98615224	-0.98763704	-0.98618978	-0.98484586	-0.98806705
0.27269869	-0.018715684	-0.098815952	0.96947045	-0.11943599	0.09747648	0.078995558	0.025005175	0.0094945328	-0.98656393	-0.98656393	-0.99163723	-0.99010229	-0.97736538	-0.9875655	-0.9878804	-0.9901149	-0.9898725	-0.98784872	-0.99121336
0.28169837	-0.0084182856	-0.10405913	0.96854358	-0.11992385	0.10039528	0.077870339	0.014927713	-0.007481287	-0.98586644	-0.98586644	-0.99409616	-0.99159035	-0.9865169	-0.99162971	-0.9903872	-0.99162863	-0.99553973	-0.99043229	-0.99558343
0.28146559	-0.010741741	-0.12650511	0.96958317	-0.11475096	0.1012641	0.070852004	0.0088535921	-0.031166015	-0.98043669	-0.98043669	-0.99523072	-0.99173058	-0.98748337	-0.98356512	-0.99169685	-0.99378909	-0.99480052	-0.99054818	-0.99592452
0.27687725	-0.016044259	-0.10912687	0.97078599	-0.11086937	0.095331101	0.068257399	0.012723955	0.02634448	-0.97718142	-0.97718142	-0.99585521	-0.99530484	-0.9883764	-0.97262223	-0.99451862	-0.99203477	-0.99234947	-0.98529884	-0.99410986
0.27761613	-0.0096412926	-0.086616322	0.97066247	-0.10922528	0.095392718	0.076485787	0.011198818	0.022573409	-0.98024322	-0.98024322	-0.99680038	-0.99786101	-0.9868771	-0.98444148	-0.99679797	-0.9890397	-0.99473344	-0.987796	-0.99474544
0.27523061	-0.015475547	-0.088711056	0.97030509	-0.10542651	0.10382027	0.083471704	0.0037106054	-0.005056037	-0.98169433	-0.98169433	-0.99542152	-0.99394302	-0.98605553	-0.98974806	-0.99374239	-0.99090366	-0.99482349	-0.98970325	-0.99557232
0.27653188	-0.016935779	-0.096237781	0.96956011	-0.1042697	0.11180089	0.073961819	0.020171214	-0.0078665768	-0.98204142	-0.98204142	-0.99344359	-0.99275001	-0.98769886	-0.98545621	-0.99051142	-0.99278106	-0.99289222	-0.99118449	-0.99499103
0.27643397	-0.0085987132	-0.10528745	0.96918476	-0.10284786	0.11685434	0.085523418	0.029689059	-0.017423995	-0.97933582	-0.97933582	-0.98557019	-0.9703015	-0.97322671	-0.97753554	-0.96619516	-0.98449446	-0.98330839	-0.96417878	-0.9679316
